code,scenario,seed,framework,E_GMI,recommended_threshold,framework_ranking,evaluation_basis,network_edge_count,network_density,success_rate,volume_success_rate,mean_operational_readiness,D1,D2,D3,D4,D5,SVC
P9,baseline,9000,DBL,0.3471882473180447,0.0,ISF>DBL>DMM,shared_simulation,27,0.4090909090909091,0.2583333333333333,0.27986798679867986,0.35476675091972376,0.4476216299509172,0.2690672328260556,0.34234507826212185,0.2828808170210612,0.4319189965384629,0.456695900427484
P9,baseline,9000,DMM,0.33982570880085355,0.0,ISF>DBL>DMM,shared_simulation,27,0.4090909090909091,0.2583333333333333,0.27986798679867986,0.35476675091972376,0.4476216299509172,0.2690672328260556,0.34234507826212185,0.2828808170210612,0.4319189965384629,0.456695900427484
P9,baseline,9000,ISF,0.3491423442925643,0.0,ISF>DBL>DMM,shared_simulation,27,0.4090909090909091,0.2583333333333333,0.27986798679867986,0.35476675091972376,0.4476216299509172,0.2690672328260556,0.34234507826212185,0.2828808170210612,0.4319189965384629,0.456695900427484
P9,baseline,9001,DBL,0.34412463652898956,0.0,ISF>DBL>DMM,shared_simulation,27,0.4090909090909091,0.3,0.2852713178294574,0.35021062866526753,0.44254469206525043,0.31471833420509976,0.33234599803847614,0.2572048628499705,0.4042392561675408,0.45682496790095967
P9,baseline,9001,DMM,0.33642114234014087,0.0,ISF>DBL>DMM,shared_simulation,27,0.4090909090909091,0.3,0.2852713178294574,0.35021062866526753,0.44254469206525043,0.31471833420509976,0.33234599803847614,0.2572048628499705,0.4042392561675408,0.45682496790095967
P9,baseline,9001,ISF,0.3476422843999573,0.0,ISF>DBL>DMM,shared_simulation,27,0.4090909090909091,0.3,0.2852713178294574,0.35021062866526753,0.44254469206525043,0.31471833420509976,0.33234599803847614,0.2572048628499705,0.4042392561675408,0.45682496790095967
P9,iran_calibrated_baseline,9000,DBL,0.3471882473180447,0.0,ISF>DBL>DMM,rerun_simulation,27,0.4090909090909091,0.2583333333333333,0.27986798679867986,0.35476675091972376,0.4476216299509172,0.2690672328260556,0.34234507826212185,0.2828808170210612,0.4319189965384629,0.456695900427484
P9,iran_calibrated_baseline,9000,DMM,0.33982570880085355,0.0,ISF>DBL>DMM,rerun_simulation,27,0.4090909090909091,0.2583333333333333,0.27986798679867986,0.35476675091972376,0.4476216299509172,0.2690672328260556,0.34234507826212185,0.2828808170210612,0.4319189965384629,0.456695900427484
P9,iran_calibrated_baseline,9000,ISF,0.3491423442925643,0.0,ISF>DBL>DMM,rerun_simulation,27,0.4090909090909091,0.2583333333333333,0.27986798679867986,0.35476675091972376,0.4476216299509172,0.2690672328260556,0.34234507826212185,0.2828808170210612,0.4319189965384629,0.456695900427484
P9,iran_calibrated_baseline,9001,DBL,0.34412463652898956,0.0,ISF>DBL>DMM,rerun_simulation,27,0.4090909090909091,0.3,0.2852713178294574,0.35021062866526753,0.44254469206525043,0.31471833420509976,0.33234599803847614,0.2572048628499705,0.4042392561675408,0.45682496790095967
P9,iran_calibrated_baseline,9001,DMM,0.33642114234014087,0.0,ISF>DBL>DMM,rerun_simulation,27,0.4090909090909091,0.3,0.2852713178294574,0.35021062866526753,0.44254469206525043,0.31471833420509976,0.33234599803847614,0.2572048628499705,0.4042392561675408,0.45682496790095967
P9,iran_calibrated_baseline,9001,ISF,0.3476422843999573,0.0,ISF>DBL>DMM,rerun_simulation,27,0.4090909090909091,0.3,0.2852713178294574,0.35021062866526753,0.44254469206525043,0.31471833420509976,0.33234599803847614,0.2572048628499705,0.4042392561675408,0.45682496790095967
P9,public_sector_heavy,9000,DBL,0.3471882473180447,0.0,ISF>DBL>DMM,rerun_simulation,27,0.4090909090909091,0.2583333333333333,0.27986798679867986,0.35476675091972376,0.4476216299509172,0.2690672328260556,0.34234507826212185,0.2828808170210612,0.4319189965384629,0.456695900427484
P9,public_sector_heavy,9000,DMM,0.33982570880085355,0.0,ISF>DBL>DMM,rerun_simulation,27,0.4090909090909091,0.2583333333333333,0.27986798679867986,0.35476675091972376,0.4476216299509172,0.2690672328260556,0.34234507826212185,0.2828808170210612,0.4319189965384629,0.456695900427484
P9,public_sector_heavy,9000,ISF,0.3491423442925643,0.0,ISF>DBL>DMM,rerun_simulation,27,0.4090909090909091,0.2583333333333333,0.27986798679867986,0.35476675091972376,0.4476216299509172,0.2690672328260556,0.34234507826212185,0.2828808170210612,0.4319189965384629,0.456695900427484
P9,public_sector_heavy,9001,DBL,0.34412463652898956,0.0,ISF>DBL>DMM,rerun_simulation,27,0.4090909090909091,0.3,0.2852713178294574,0.35021062866526753,0.44254469206525043,0.31471833420509976,0.33234599803847614,0.2572048628499705,0.4042392561675408,0.45682496790095967
P9,public_sector_heavy,9001,DMM,0.33642114234014087,0.0,ISF>DBL>DMM,rerun_simulation,27,0.4090909090909091,0.3,0.2852713178294574,0.35021062866526753,0.44254469206525043,0.31471833420509976,0.33234599803847614,0.2572048628499705,0.4042392561675408,0.45682496790095967
P9,public_sector_heavy,9001,ISF,0.3476422843999573,0.0,ISF>DBL>DMM,rerun_simulation,27,0.4090909090909091,0.3,0.2852713178294574,0.35021062866526753,0.44254469206525043,0.31471833420509976,0.33234599803847614,0.2572048628499705,0.4042392561675408,0.45682496790095967
P9,private_sector_heavy,9000,DBL,0.3471882473180447,0.0,ISF>DBL>DMM,rerun_simulation,27,0.4090909090909091,0.2583333333333333,0.27986798679867986,0.35476675091972376,0.4476216299509172,0.2690672328260556,0.34234507826212185,0.2828808170210612,0.4319189965384629,0.456695900427484
P9,private_sector_heavy,9000,DMM,0.33982570880085355,0.0,ISF>DBL>DMM,rerun_simulation,27,0.4090909090909091,0.2583333333333333,0.27986798679867986,0.35476675091972376,0.4476216299509172,0.2690672328260556,0.34234507826212185,0.2828808170210612,0.4319189965384629,0.456695900427484
P9,private_sector_heavy,9000,ISF,0.3491423442925643,0.0,ISF>DBL>DMM,rerun_simulation,27,0.4090909090909091,0.2583333333333333,0.27986798679867986,0.35476675091972376,0.4476216299509172,0.2690672328260556,0.34234507826212185,0.2828808170210612,0.4319189965384629,0.456695900427484
P9,private_sector_heavy,9001,DBL,0.34412463652898956,0.0,ISF>DBL>DMM,rerun_simulation,27,0.4090909090909091,0.3,0.2852713178294574,0.35021062866526753,0.44254469206525043,0.31471833420509976,0.33234599803847614,0.2572048628499705,0.4042392561675408,0.45682496790095967
