population_size,seed,success_rate,volume_success_rate,mean_operational_readiness,D1,D2,D3,D4,D5,SVC,E_GMI_DBL,E_GMI_DMM,E_GMI_ISF
50,4017,0.1322,0.13356573705179284,0.1401517121487178,0.3688534508577238,0.005678000000000003,0.0073146000000000036,0.006105600000000002,0.3128069098858651,0.4499999999770912,0.14295403919731067,0.12291892437500303,0.15387102115784038
50,4018,0.13880000000000003,0.1444137931034483,0.13685682102787605,0.36285907223442104,0.006263600000000004,0.006343200000000004,0.006019600000000002,0.3027986329049592,0.44999999995096884,0.13985984299434912,0.12026423184016771,0.15157695773247698
50,4019,0.1344,0.12256006006006008,0.13605837557175363,0.3613545146012395,0.005775200000000005,0.007281800000000002,0.005883600000000002,0.29999676325752855,0.4500000000239144,0.13912626313893917,0.11969466880317613,0.15105869924839224
50,4020,0.136,0.13406403940886702,0.1378123187846261,0.3648616449586978,0.006144000000000005,0.006800600000000005,0.006044800000000001,0.30521054896443267,0.4500000000526358,0.14079487358433931,0.12108562776664542,0.1522912638934464
50,4021,0.12720000000000004,0.1279801324503311,0.13549419633727822,0.3601079756539135,0.006276400000000003,0.006913800000000002,0.005568800000000002,0.29860400603247755,0.4500000000434215,0.13856939481835,0.11919596336775828,0.15063379573837263
50,4022,0.13799999999999998,0.1413341204250295,0.13400531211896055,0.35704678627157027,0.006980000000000005,0.006541400000000003,0.0056208000000000004,0.2938375743232326,0.4499999999832721,0.13716577271637745,0.11801331389853335,0.1496215546849645
50,4023,0.1364,0.1314869109947644,0.1332465096144854,0.3558002949361741,0.005483600000000002,0.006495400000000001,0.006053200000000001,0.2924000531362529,0.4500000000092893,0.13641652170448146,0.11735139126230866,0.14900650430178905
50,4024,0.1332,0.13911406423034328,0.13821667424696354,0.3655032167781985,0.005882400000000003,0.006830200000000004,0.005808000000000002,0.30705955445661925,0.4499999999153355,0.14113885736304252,0.12135134222599797,0.1525107187928352
50,4025,0.13540000000000002,0.13104545454545455,0.13702306368059233,0.3640705937547161,0.005841200000000002,0.006907800000000004,0.005494000000000002,0.3028017246482456,0.4499999999763725,0.14008650713591586,0.12046652958382703,0.15174289121340506
50,4026,0.1376,0.13751500600240096,0.13793882821250056,0.36523499032490847,0.005698400000000004,0.007042000000000001,0.005780000000000003,0.30593875073759436,0.4500000000755009,0.1409036401918663,0.12116570795999121,0.15234495314629126
50,4027,0.138,0.14072463768115942,0.13940547627416983,0.3676212654341953,0.006231600000000004,0.0064994000000000015,0.005478,0.3111971159366537,0.4499999999360284,0.1422266837490469,0.12223166830792141,0.1532857646741073
50,4028,0.13300000000000003,0.1346360582306831,0.1348053443317017,0.35925647600766175,0.005519600000000003,0.007035800000000002,0.005357200000000002,0.2968576456508466,0.4500000001776552,0.13792528584954242,0.11863043819978715,0.15011957978438253
50,4029,0.12739999999999999,0.12354417670682734,0.13586969791911072,0.36142652736929554,0.005581200000000004,0.0062378000000000025,0.005757200000000002,0.3003457622262579,0.4500000000216574,0.13892373617626258,0.11943522348839597,0.15083512169865065
