seed,recovery_step,framework,E_GMI,pre_shock_E_GMI
6005,0,DBL,0.14698124301883497,0.14843876013180327
6005,0,DMM,0.1262659297311781,0.12772344684414644
6005,0,ISF,0.15660837673135208,0.15806589384432043
6005,1,DBL,0.1474297840153053,0.14843876013180327
6005,1,DMM,0.12679150388617683,0.12772344684414644
6005,1,ISF,0.15711063967332356,0.15806589384432043
6005,2,DBL,0.14772742719184626,0.14843876013180327
6005,2,DMM,0.12708285095807556,0.12772344684414644
6005,2,ISF,0.15738578935645556,0.15806589384432043
6005,3,DBL,0.14779281754319007,0.14843876013180327
6005,3,DMM,0.1271080922716605,0.12772344684414644
6005,3,ISF,0.15742826465890947,0.15806589384432043
6005,4,DBL,0.14789924808750704,0.14843876013180327
6005,4,DMM,0.12722434715897374,0.12772344684414644
6005,4,ISF,0.15753640245531422,0.15806589384432043
6005,5,DBL,0.1479525474616265,0.14843876013180327
6005,5,DMM,0.127243643347796,0.12772344684414644
6005,5,ISF,0.15757036320075718,0.15806589384432043
6005,6,DBL,0.14813514669638853,0.14843876013180327
6005,6,DMM,0.12741260757357165,0.12772344684414644
6005,6,ISF,0.1577289041004243,0.15806589384432043
6005,7,DBL,0.1481758849464553,0.14843876013180327
6005,7,DMM,0.12748382331483177,0.12772344684414644
6005,7,ISF,0.15779643818209813,0.15806589384432043
6005,8,DBL,0.14809480443152073,0.14843876013180327
6005,8,DMM,0.12740806754126668,0.12772344684414644
6005,8,ISF,0.15774556558213848,0.15806589384432043
6005,9,DBL,0.14799631752688486,0.14843876013180327
6005,9,DMM,0.12730206848317288,0.12772344684414644
6005,9,ISF,0.15766255843417798,0.15806589384432043
6005,10,DBL,0.1477090673603417,0.14843876013180327
6005,10,DMM,0.126939857006241,0.12772344684414644
6005,10,ISF,0.15735703942917673,0.15806589384432043
6006,0,DBL,0.14223300766242683,0.1432090076624268
6006,0,DMM,0.12205391447200103,0.12302991447200101
6006,0,ISF,0.1529718820735074,0.15394788207350743
6006,1,DBL,0.1423031398232554,0.1432090076624268
6006,1,DMM,0.12212530866945871,0.12302991447200101
6006,1,ISF,0.15309478455079464,0.15394788207350743
6006,2,DBL,0.1426431793408674,0.1432090076624268
6006,2,DMM,0.12248111098296724,0.12302991447200101
6006,2,ISF,0.15343842897853613,0.15394788207350743
6006,3,DBL,0.1430932230681272,0.1432090076624268
6006,3,DMM,0.12296269125020559,0.12302991447200101
6006,3,ISF,0.1538557005177228,0.15394788207350743
6006,4,DBL,0.14332772492084173,0.1432090076624268
6006,4,DMM,0.1232362851120992,0.12302991447200101
6006,4,ISF,0.1540920226261257,0.15394788207350743
6006,5,DBL,0.14304824673650202,0.1432090076624268
6006,5,DMM,0.12301645109675492,0.12302991447200101
6006,5,ISF,0.15389861829236057,0.15394788207350743
6006,6,DBL,0.1430333941158491,0.1432090076624268
6006,6,DMM,0.12303233056171754,0.12302991447200101
6006,6,ISF,0.15391498604527074,0.15394788207350743
6006,7,DBL,0.14314975154760923,0.1432090076624268
6006,7,DMM,0.12311378483738093,0.12302991447200101
6006,7,ISF,0.1540078384431227,0.15394788207350743
6006,8,DBL,0.14339838983073416,0.1432090076624268
6006,8,DMM,0.12338692842753099,0.12302991447200101
6006,8,ISF,0.15423998579301762,0.15394788207350743
6006,9,DBL,0.14282406034819656,0.1432090076624268
6006,9,DMM,0.1227249111458781,0.12302991447200101
6006,9,ISF,0.15367951019591464,0.15394788207350743
6006,10,DBL,0.14247881945530977,0.1432090076624268
6006,10,DMM,0.12232608380985824,0.12302991447200101
6006,10,ISF,0.15333429211075372,0.15394788207350743
6007,0,DBL,0.13891298815059228,0.13997698815059229
6007,0,DMM,0.11923950950626906,0.12030350950626906
6007,0,ISF,0.1505465206635473,0.1516105206635473
6007,1,DBL,0.13932747068308485,0.13997698815059229
6007,1,DMM,0.11970420269238023,0.12030350950626906
6007,1,ISF,0.15099402101366763,0.1516105206635473
6007,2,DBL,0.1395834765649276,0.13997698815059229
6007,2,DMM,0.11997971041476914,0.12030350950626906
6007,2,ISF,0.15124386335678555,0.1516105206635473
6007,3,DBL,0.13949969032913348,0.13997698815059229
6007,3,DMM,0.11986009838271032,0.12030350950626906
6007,3,ISF,0.1511457008530411,0.1516105206635473
6007,4,DBL,0.13970875681805522,0.13997698815059229
6007,4,DMM,0.12009278219129264,0.12030350950626906
6007,4,ISF,0.15136212959937154,0.1516105206635473
6007,5,DBL,0.1398092391313213,0.13997698815059229
6007,5,DMM,0.12024576037720543,0.12030350950626906
6007,5,ISF,0.15151143842386378,0.1516105206635473
6007,6,DBL,0.14002855966728173,0.13997698815059229
6007,6,DMM,0.12046179629096791,0.12030350950626906
6007,6,ISF,0.15171595131183951,0.1516105206635473
6007,7,DBL,0.14001706379252302,0.13997698815059229
6007,7,DMM,0.12040847548645513,0.12030350950626906
6007,7,ISF,0.1516894139420558,0.1516105206635473
6007,8,DBL,0.13987141383525942,0.13997698815059229
6007,8,DMM,0.1202546338980326,0.12030350950626906
6007,8,ISF,0.15152611131966767,0.1516105206635473
6007,9,DBL,0.14028754887714112,0.13997698815059229
6007,9,DMM,0.12067426274137853,0.12030350950626906
6007,9,ISF,0.1519094027497274,0.1516105206635473
6007,10,DBL,0.14023843921818518,0.13997698815059229
6007,10,DMM,0.12056089340785756,0.12030350950626906
6007,10,ISF,0.15183186035118587,0.1516105206635473
6008,0,DBL,0.14542965719025944,0.14644565719025943
6008,0,DMM,0.12491509545542387,0.12593109545542386
6008,0,ISF,0.15545939578786794,0.15647539578786795
6008,1,DBL,0.14604789460949066,0.14644565719025943
6008,1,DMM,0.12556183649136152,0.12593109545542386
6008,1,ISF,0.1560624727378197,0.15647539578786795
6008,2,DBL,0.14619510406625819,0.14644565719025943
6008,2,DMM,0.12571259868977663,0.12593109545542386
6008,2,ISF,0.15620627026348555,0.15647539578786795
6008,3,DBL,0.14650395693152507,0.14644565719025943
6008,3,DMM,0.12599577586715388,0.12593109545542386
6008,3,ISF,0.15649633047843223,0.15647539578786795
6008,4,DBL,0.14625335314185187,0.14644565719025943
6008,4,DMM,0.12575612167805317,0.12593109545542386
6008,4,ISF,0.1562866428492858,0.15647539578786795
6008,5,DBL,0.14613690064205126,0.14644565719025943
6008,5,DMM,0.12560920538953824,0.12593109545542386
6008,5,ISF,0.15618475085800917,0.15647539578786795
6008,6,DBL,0.14638790919224665,0.14644565719025943
6008,6,DMM,0.1259041490267936,0.12593109545542386
6008,6,ISF,0.1564569847065581,0.15647539578786795
6008,7,DBL,0.14643098091103657,0.14644565719025943
6008,7,DMM,0.1260091368362855,0.12593109545542386
6008,7,ISF,0.15656591672670653,0.15647539578786795
6008,8,DBL,0.14662093812585023,0.14644565719025943
6008,8,DMM,0.12618654189859133,0.12593109545542386
6008,8,ISF,0.15674562050119187,0.15647539578786795
6008,9,DBL,0.1467582442659681,0.14644565719025943
6008,9,DMM,0.1263162358506473,0.12593109545542386
6008,9,ISF,0.15685023980544757,0.15647539578786795
6008,10,DBL,0.14706214228328357,0.14644565719025943
6008,10,DMM,0.12667593032366217,0.12593109545542386
6008,10,ISF,0.15716579872361822,0.15647539578786795
6009,0,DBL,0.14096739366896208,0.1423273936689621
6009,0,DMM,0.12104051740308057,0.12240051740308056
6009,0,ISF,0.15206793839335195,0.15342793839335198
6009,1,DBL,0.14135729835993738,0.1423273936689621
6009,1,DMM,0.12141636057750953,0.12240051740308056
6009,1,ISF,0.1524424071200662,0.15342793839335198
6009,2,DBL,0.1417200129570932,0.1423273936689621
6009,2,DMM,0.12177183728844994,0.12240051740308056
6009,2,ISF,0.1527930584722462,0.15342793839335198
6009,3,DBL,0.14197196290935904,0.1423273936689621
6009,3,DMM,0.12198299455469222,0.12240051740308056
6009,3,ISF,0.1530050205152149,0.15342793839335198
6009,4,DBL,0.1420945728625796,0.1423273936689621
6009,4,DMM,0.12209309387560964,0.12240051740308056
6009,4,ISF,0.15312677931732424,0.15342793839335198
6009,5,DBL,0.14172114096825916,0.1423273936689621
6009,5,DMM,0.12171158911944936,0.12240051740308056
6009,5,ISF,0.15278255922461015,0.15342793839335198
6009,6,DBL,0.1420567417132485,0.1423273936689621
6009,6,DMM,0.12202399365955097,0.12240051740308056
6009,6,ISF,0.15309149953469925,0.15342793839335198
6009,7,DBL,0.14202207844333806,0.1423273936689621
6009,7,DMM,0.12201986050885055,0.12240051740308056
6009,7,ISF,0.15306105303858655,0.15342793839335198
6009,8,DBL,0.14224669443882582,0.1423273936689621
6009,8,DMM,0.12228204282116412,0.12240051740308056
6009,8,ISF,0.15328027947239614,0.15342793839335198
6009,9,DBL,0.14209169411440384,0.1423273936689621
6009,9,DMM,0.12212412228723142,0.12240051740308056
6009,9,ISF,0.15315774537752952,0.15342793839335198
6009,10,DBL,0.14231151979647028,0.1423273936689621
6009,10,DMM,0.12236504896397739,0.12240051740308056
6009,10,ISF,0.15335540596456024,0.15342793839335198
6010,0,DBL,0.1415121587809303,0.14267215878093026
6010,0,DMM,0.12153791078297804,0.12269791078297802
6010,0,ISF,0.1525297640831818,0.15368976408318177
6010,1,DBL,0.14173350319217534,0.14267215878093026
6010,1,DMM,0.12171950437052283,0.12269791078297802
6010,1,ISF,0.15273819008228295,0.15368976408318177
6010,2,DBL,0.14181957871519552,0.14267215878093026
6010,2,DMM,0.12177569248631677,0.12269791078297802
6010,2,ISF,0.15282511956140216,0.15368976408318177
6010,3,DBL,0.1417964547277553,0.14267215878093026
6010,3,DMM,0.1218222424397948,0.12269791078297802
6010,3,ISF,0.15285411845093896,0.15368976408318177
6010,4,DBL,0.14195951422006384,0.14267215878093026
6010,4,DMM,0.12195960019420328,0.12269791078297802
6010,4,ISF,0.15298634136268502,0.15368976408318177
6010,5,DBL,0.14216813029521885,0.14267215878093026
6010,5,DMM,0.12215498099349308,0.12269791078297802
6010,5,ISF,0.15315023163435024,0.15368976408318177
6010,6,DBL,0.14215059304887076,0.14267215878093026
6010,6,DMM,0.12220584337679709,0.12269791078297802
6010,6,ISF,0.15319336010058213,0.15368976408318177
6010,7,DBL,0.14182154077575565,0.14267215878093026
6010,7,DMM,0.12178741975334431,0.12269791078297802
6010,7,ISF,0.15285268858013426,0.15368976408318177
6010,8,DBL,0.14197512954810285,0.14267215878093026
6010,8,DMM,0.1218754926023606,0.12269791078297802
6010,8,ISF,0.15293975049009526,0.15368976408318177
6010,9,DBL,0.14236891010009742,0.14267215878093026
6010,9,DMM,0.12230286237744678,0.12269791078297802
6010,9,ISF,0.15332684609687802,0.15368976408318177
6010,10,DBL,0.14216531204105207,0.14267215878093026
6010,10,DMM,0.12211879635703127,0.12269791078297802
6010,10,ISF,0.15314246779152513,0.15368976408318177
6011,0,DBL,0.14167488195177622,0.14271488195177623
6011,0,DMM,0.12176802156423186,0.12280802156423185
6011,0,ISF,0.15269898985852232,0.15373898985852233
6011,1,DBL,0.1416949212628108,0.14271488195177623
6011,1,DMM,0.12173322271152193,0.12280802156423185
6011,1,ISF,0.15272496546730466,0.15373898985852233
6011,2,DBL,0.14181737478762468,0.14271488195177623
6011,2,DMM,0.1218653938358662,0.12280802156423185
6011,2,ISF,0.1528702815639114,0.15373898985852233
6011,3,DBL,0.14208040724194226,0.14271488195177623
6011,3,DMM,0.12216179993772357,0.12280802156423185
6011,3,ISF,0.15315960333858597,0.15373898985852233
6011,4,DBL,0.1422856510471735,0.14271488195177623
6011,4,DMM,0.1223793595175438,0.12280802156423185
6011,4,ISF,0.15335870667776708,0.15373898985852233
6011,5,DBL,0.14251208997630013,0.14271488195177623
6011,5,DMM,0.12263724790576766,0.12280802156423185
6011,5,ISF,0.15359222795016453,0.15373898985852233
6011,6,DBL,0.14243635512684422,0.14271488195177623
6011,6,DMM,0.12261083652622698,0.12280802156423185
6011,6,ISF,0.15357069879711405,0.15373898985852233
6011,7,DBL,0.14232680397437739,0.14271488195177623
6011,7,DMM,0.12249512257427715,0.12280802156423185
6011,7,ISF,0.15346687622712457,0.15373898985852233
6011,8,DBL,0.14258431884495995,0.14271488195177623
6011,8,DMM,0.12270255690136636,0.12280802156423185
6011,8,ISF,0.1536515901085349,0.15373898985852233
6011,9,DBL,0.14248030141813084,0.14271488195177623
6011,9,DMM,0.12260746094191372,0.12280802156423185
6011,9,ISF,0.153590441712317,0.15373898985852233
6011,10,DBL,0.14246811933983833,0.14271488195177623
6011,10,DMM,0.12257716490165015,0.12280802156423185
6011,10,ISF,0.15357473628402346,0.15373898985852233
6012,0,DBL,0.14464970249310805,0.145857702493108
6012,0,DMM,0.12433220422395978,0.12554020422395978
6012,0,ISF,0.15496039311722934,0.1561683931172293
6012,1,DBL,0.14440563488608527,0.145857702493108
6012,1,DMM,0.12398390709117119,0.12554020422395978
6012,1,ISF,0.15471727622713716,0.1561683931172293
6012,2,DBL,0.144652736631203,0.145857702493108
6012,2,DMM,0.12424665430103835,0.12554020422395978
6012,2,ISF,0.15497445367484683,0.1561683931172293
6012,3,DBL,0.14463437477347935,0.145857702493108
6012,3,DMM,0.12417094468518136,0.12554020422395978
6012,3,ISF,0.15493832600566335,0.1561683931172293
6012,4,DBL,0.1447582618894904,0.145857702493108
6012,4,DMM,0.12425201374553779,0.12554020422395978
6012,4,ISF,0.1550508496264437,0.1561683931172293
6012,5,DBL,0.14480800126318125,0.145857702493108
6012,5,DMM,0.12434733742468712,0.12554020422395978
6012,5,ISF,0.15512456277480846,0.1561683931172293
6012,6,DBL,0.14487771984939826,0.145857702493108
6012,6,DMM,0.12446588183025341,0.12554020422395978
6012,6,ISF,0.15521565766020595,0.1561683931172293
6012,7,DBL,0.14489157023512605,0.145857702493108
6012,7,DMM,0.12453074070107123,0.12554020422395978
6012,7,ISF,0.1552545221226768,0.1561683931172293
6012,8,DBL,0.14477649461313932,0.145857702493108
6012,8,DMM,0.12441645319447271,0.12554020422395978
6012,8,ISF,0.15515409329589824,0.1561683931172293
6012,9,DBL,0.14488378033235716,0.145857702493108
6012,9,DMM,0.1245746708846433,0.12554020422395978
6012,9,ISF,0.1552942655708739,0.1561683931172293
6012,10,DBL,0.1447669343250011,0.145857702493108
6012,10,DMM,0.12444327377930607,0.12554020422395978
6012,10,ISF,0.15517850100563577,0.1561683931172293
6013,0,DBL,0.13957512440286401,0.140671124402864
6013,0,DMM,0.11994721517330774,0.12104321517330774
6013,0,ISF,0.1511315042011029,0.15222750420110293
6013,1,DBL,0.13988351358836776,0.140671124402864
6013,1,DMM,0.12026389130270003,0.12104321517330774
6013,1,ISF,0.15144303816223043,0.15222750420110293
6013,2,DBL,0.140187447005341,0.140671124402864
6013,2,DMM,0.12054398152164808,0.12104321517330774
6013,2,ISF,0.15172856612092173,0.15222750420110293
6013,3,DBL,0.1404867723794551,0.140671124402864
6013,3,DMM,0.12084839086871405,0.12104321517330774
6013,3,ISF,0.1520030313242804,0.15222750420110293
6013,4,DBL,0.14064028362060657,0.140671124402864
6013,4,DMM,0.12098794349634184,0.12104321517330774
6013,4,ISF,0.1521306114197307,0.15222750420110293
6013,5,DBL,0.14059836863693503,0.140671124402864
6013,5,DMM,0.1209571562714171,0.12104321517330774
6013,5,ISF,0.15210457591327203,0.15222750420110293
6013,6,DBL,0.1402472149529369,0.140671124402864
6013,6,DMM,0.12059632919099082,0.12104321517330774
6013,6,ISF,0.15179463311694247,0.15222750420110293
6013,7,DBL,0.14006971034261873,0.140671124402864
6013,7,DMM,0.12033044745217308,0.12104321517330774
6013,7,ISF,0.15159783317653955,0.15222750420110293
6013,8,DBL,0.14008365682450696,0.140671124402864
6013,8,DMM,0.12034195814813169,0.12104321517330774
6013,8,ISF,0.15158105323494467,0.15222750420110293
6013,9,DBL,0.14017466737675738,0.140671124402864
6013,9,DMM,0.12041940703017114,0.12104321517330774
6013,9,ISF,0.15165746089218174,0.15222750420110293
6013,10,DBL,0.14048477981212648,0.140671124402864
6013,10,DMM,0.12070567926435202,0.12104321517330774
6013,10,ISF,0.15192250621646863,0.15222750420110293
6014,0,DBL,0.14139896892482726,0.14242296892482723
6014,0,DMM,0.12145826629975626,0.12248226629975627
6014,0,ISF,0.1524591359829526,0.1534831359829526
6014,1,DBL,0.14178232253234369,0.14242296892482723
6014,1,DMM,0.12182888194370893,0.12248226629975627
6014,1,ISF,0.15280792622253123,0.1534831359829526
6014,2,DBL,0.1423843919187093,0.14242296892482723
6014,2,DMM,0.12242181898366208,0.12248226629975627
6014,2,ISF,0.15334677493811788,0.1534831359829526
6014,3,DBL,0.14238432291734757,0.14242296892482723
6014,3,DMM,0.12238191368281623,0.12248226629975627
6014,3,ISF,0.15334697867939281,0.1534831359829526
6014,4,DBL,0.14229851066191318,0.14242296892482723
6014,4,DMM,0.12226133520997934,0.12248226629975627
6014,4,ISF,0.1532832226385623,0.1534831359829526
6014,5,DBL,0.14223745765158743,0.14242296892482723
6014,5,DMM,0.12219947270659916,0.12248226629975627
6014,5,ISF,0.15324215371854838,0.1534831359829526
6014,6,DBL,0.14220820870146825,0.14242296892482723
6014,6,DMM,0.12221082385328659,0.12248226629975627
6014,6,ISF,0.15325123817693476,0.1534831359829526
6014,7,DBL,0.14239337285601467,0.14242296892482723
6014,7,DMM,0.12245547492107792,0.12248226629975627
6014,7,ISF,0.15347954710244063,0.1534831359829526
6014,8,DBL,0.14227854423590683,0.14242296892482723
6014,8,DMM,0.12234088850148375,0.12248226629975627
6014,8,ISF,0.1533744554004291,0.1534831359829526
6014,9,DBL,0.14207585094678327,0.14242296892482723
6014,9,DMM,0.12216550311783364,0.12248226629975627
6014,9,ISF,0.15317460853932346,0.1534831359829526
6014,10,DBL,0.14220205142692913,0.14242296892482723
6014,10,DMM,0.1223091936313903,0.12248226629975627
6014,10,ISF,0.1533166256623382,0.1534831359829526
6015,0,DBL,0.1481006213972454,0.1495500622248959
6015,0,DMM,0.1277662650705878,0.1292157058982383
6015,0,ISF,0.15788474075986114,0.15933418158751164
6015,1,DBL,0.14814209747563864,0.1495500622248959
6015,1,DMM,0.12773481634928532,0.1292157058982383
6015,1,ISF,0.1579180085083402,0.15933418158751164
6015,2,DBL,0.148643188032464,0.1495500622248959
6015,2,DMM,0.12826069580240898,0.1292157058982383
6015,2,ISF,0.15840974690184967,0.15933418158751164
6015,3,DBL,0.14839252159508065,0.1495500622248959
6015,3,DMM,0.127996408242669,0.1292157058982383
6015,3,ISF,0.15819637827653527,0.15933418158751164
6015,4,DBL,0.14855359448644498,0.1495500622248959
6015,4,DMM,0.12811878323412382,0.1292157058982383
6015,4,ISF,0.1583236210237271,0.15933418158751164
6015,5,DBL,0.14874169482900457,0.1495500622248959
6015,5,DMM,0.12831337459972814,0.1292157058982383
6015,5,ISF,0.15849587276659108,0.15933418158751164
6015,6,DBL,0.14908057716471293,0.1495500622248959
6015,6,DMM,0.12858882133802038,0.1292157058982383
6015,6,ISF,0.15877169547459777,0.15933418158751164
6015,7,DBL,0.14932331785370717,0.1495500622248959
