threshold,seed,framework,admitted_fraction,steady_E_GMI,recovery_time,success_rate
0.6,1,DMM,0.6,0.06081875644570496,,0.07263157894736842
0.6,1,ISF,0.6,0.1214485746420304,,0.10321428571428572
0.6,2,DBL,0.58,0.0693782910448294,,0.05824561403508771
0.6,2,DMM,0.52,0.10049356967297941,,0.058800000000000005
0.6,2,ISF,0.48,0.15253955332166869,,0.10820512820512819
0.6,3,DBL,0.5,0.23725544677068466,,0.13161290322580643
0.6,3,DMM,0.48,0.17880339578936436,,0.10114285714285716
0.6,3,ISF,0.5,0.2976793299307545,,0.17172413793103453
0.6,4,DBL,0.46,0.10776266497699437,,0.04842105263157895
0.6,4,DMM,0.46,0.13241447623104452,,0.05055555555555555
0.6,4,ISF,0.58,0.11673519151009291,,0.09576923076923077
0.6,5,DBL,0.56,0.14549872916563442,,0.09555555555555553
0.6,5,DMM,0.54,0.14464921330939173,,0.1059090909090909
0.6,5,ISF,0.66,0.10944376074509692,,0.08857142857142854
0.6,6,DBL,0.6,0.04454942241901319,,0.051875
0.6,6,DMM,0.58,0.03313181435854419,,0.050476190476190466
0.6,6,ISF,0.5,0.08325715969252118,,0.07877551020408163
0.6,7,DBL,0.64,0.03817119344691253,,0.06307692307692307
0.6,7,DMM,0.62,0.03413715015633223,,0.05694915254237287
0.6,7,ISF,0.62,0.08245286614164016,,0.08463768115942032
0.6,8,DBL,0.66,0.0745991482350103,,0.06607142857142857
0.6,8,DMM,0.66,0.06750025906555615,,0.060714285714285714
0.6,8,ISF,0.48,0.1088492909096454,,0.09333333333333334
0.6,9,DBL,0.6,0.12274722739825616,,0.1
0.6,9,DMM,0.5,0.12098262855191282,,0.10052631578947369
0.6,9,ISF,0.62,0.22315598754304455,,0.1125
0.6,10,DBL,0.56,0.04741266142143797,,0.060784313725490195
0.6,10,DMM,0.54,0.07248291199870932,,0.05200000000000001
0.6,10,ISF,0.44,0.16539235351387205,,0.09125
0.6,11,DBL,0.56,0.08166002790712362,,0.06624999999999999
0.6,11,DMM,0.52,0.08387792873427628,,0.06744186046511629
0.6,11,ISF,0.44,0.16809972799656955,,0.09272727272727273
0.6,12,DBL,0.54,0.12628130283473973,,0.07285714285714286
0.6,12,DMM,0.52,0.12024061620186911,,0.07317073170731708
0.6,12,ISF,0.52,0.21233458100584968,,0.1048888888888889
0.6,13,DBL,0.5,0.057378779368353235,,0.07361702127659574
0.6,13,DMM,0.48,0.07737340179181659,,0.07043478260869565
0.6,13,ISF,0.64,0.1562985668567437,,0.11275862068965516
0.6,14,DBL,0.68,0.050292105941057666,,0.06666666666666667
0.6,14,DMM,0.66,0.051893574582208404,,0.049375
0.6,14,ISF,0.48,0.15688024070836037,,0.11315789473684208
0.6,15,DBL,0.6,0.033040088815477923,,0.05655172413793103
0.6,15,DMM,0.58,0.02791498017636191,,0.049642857142857134
0.6,15,ISF,0.58,0.1718713569011122,,0.13098039215686275
0.6,16,DBL,0.5,0.1579315507581004,,0.061621621621621624
0.6,16,DMM,0.5,0.09376952353515727,,0.062051282051282054
0.6,16,ISF,0.56,0.19153774944096402,,0.09999999999999998
0.6,17,DBL,0.62,0.12958334565000101,,0.09178571428571428
0.6,17,DMM,0.58,0.09073472956239723,,0.06489795918367347
0.6,17,ISF,0.52,0.18940009855293716,,0.145
0.6,18,DBL,0.58,0.04737531730599751,,0.06440677966101696
0.6,18,DMM,0.58,0.05056876219287929,,0.07457627118644068
0.6,18,ISF,0.46,0.18816849427233462,,0.1164102564102564
0.6,19,DBL,0.64,0.05341192267911768,,0.06412698412698412
0.6,19,DMM,0.64,0.04199840277566,,0.0619047619047619
0.6,19,ISF,0.54,0.10040898258342765,,0.08280701754385963
0.6,20,DBL,0.52,0.16938421822179392,,0.06526315789473684
0.6,20,DMM,0.48,0.1995251690277022,,0.08933333333333332
0.6,20,ISF,0.64,0.18684867130055927,,0.11306122448979591
0.6,21,DBL,0.58,0.0655414424226913,,0.06758620689655173
0.6,21,DMM,0.6,0.07507881922456452,,0.06896551724137931
0.6,21,ISF,0.4,0.2853487596968388,,0.10636363636363637
0.6,22,DBL,0.54,0.07288140581172917,,0.059090909090909104
