threshold,seed,framework,admitted_fraction,steady_E_GMI,recovery_time,success_rate
0.7,20,ISF,0.16,0.7748111749006433,170.0,0.0
0.7,21,DBL,0.18,0.31105799293900455,,0.22
0.7,21,DMM,0.16,0.35935643860375427,,0.24400000000000002
0.7,21,ISF,0.14,0.5509434016198002,,0.26
0.7,22,DBL,0.06,0.7236357346032133,177.0,0.0
0.7,22,DMM,0.04,0.7106762697071537,290.0,0.0
0.7,22,ISF,0.12,0.7772129074429742,1.0,0.0
0.7,23,DBL,0.22,0.7369460469678011,55.0,0.68
0.7,23,DMM,0.2,0.686210472999322,,0.57
0.7,23,ISF,0.1,0.6287302823295237,,0.43
0.7,24,DBL,0.1,0.6243042816025157,,0.45
0.7,24,DMM,0.08,0.7780503931800614,80.0,0.0
0.7,24,ISF,0.12,0.7722109787571629,11.0,0.0
0.7,25,DBL,0.16,0.4731309407103724,,0.37999999999999995
0.7,25,DMM,0.14,0.5436249623728856,,0.44000000000000006
0.7,25,ISF,0.1,0.7713481717184882,225.0,0.0
0.7,26,DBL,0.1,0.4198316202929921,,0.17
0.7,26,DMM,0.1,0.4556572581265266,,0.265
0.7,26,ISF,0.04,0.7533611972224256,114.0,0.0
0.7,27,DBL,0.16,0.3568479194057687,,0.10799999999999998
0.7,27,DMM,0.18,0.21770218362354146,,0.12857142857142853
0.7,27,ISF,0.1,0.6514391280392702,,0.43
0.7,28,DBL,0.1,0.7202956433234489,267.0,0.0
0.7,28,DMM,0.06,0.707197111613885,,0.0
0.7,28,ISF,0.04,0.7539780418800099,94.0,0.0
0.7,29,DBL,0.12,0.5984096028549323,,0.4599999999999999
0.7,29,DMM,0.12,0.556046309161505,,0.39599999999999996
0.7,29,ISF,0.18,0.4318268591081311,,0.4116666666666666
0.8,0,DBL,0.04,0.8497854301912876,111.0,0.0
0.8,0,DMM,0.04,0.8489660030267744,123.0,0.0
0.8,0,ISF,0.0,,,
0.8,1,DBL,0.02,0.844221254380969,84.0,0.0
0.8,1,DMM,0.02,0.8575541066194841,98.0,0.0
0.8,1,ISF,0.0,,,
0.8,2,DBL,0.02,0.8256999519617412,258.0,0.0
0.8,2,DMM,0.02,0.8239107679725878,261.0,0.0
0.8,2,ISF,0.0,,,
0.8,3,DBL,0.04,0.8321921827455546,78.0,0.0
0.8,3,DMM,0.06,0.694326374010845,,0.51
0.8,3,ISF,0.0,,,
0.8,4,DBL,0.0,,,
0.8,4,DMM,0.0,,,
0.8,4,ISF,0.0,,,
0.8,5,DBL,0.0,,,
0.8,5,DMM,0.0,,,
0.8,5,ISF,0.0,,,
0.8,6,DBL,0.02,0.8281899323495352,377.0,0.0
0.8,6,DMM,0.02,0.8309452405425443,373.0,0.0
0.8,6,ISF,0.0,,,
0.8,7,DBL,0.0,,,
0.8,7,DMM,0.0,,,
0.8,7,ISF,0.0,,,
0.8,8,DBL,0.0,,,
0.8,8,DMM,0.0,,,
0.8,8,ISF,0.0,,,
0.8,9,DBL,0.0,,,
0.8,9,DMM,0.0,,,
0.8,9,ISF,0.04,0.8488467389060668,1.0,0.0
0.8,10,DBL,0.0,,,
0.8,10,DMM,0.0,,,
0.8,10,ISF,0.0,,,
0.8,11,DBL,0.02,0.8066859242793132,197.0,0.0
0.8,11,DMM,0.0,,,
0.8,11,ISF,0.0,,,
0.8,12,DBL,0.0,,,
0.8,12,DMM,0.0,,,
0.8,12,ISF,0.0,,,
0.8,13,DBL,0.0,,,
0.8,13,DMM,0.0,,,
0.8,13,ISF,0.04,0.8225200093453452,160.0,0.0
0.8,14,DBL,0.0,,,
0.8,14,DMM,0.0,,,
0.8,14,ISF,0.0,,,
0.8,15,DBL,0.02,0.7984606513230231,355.0,0.0
0.8,15,DMM,0.0,,,
0.8,15,ISF,0.0,,,
0.8,16,DBL,0.0,,,
0.8,16,DMM,0.0,,,
0.8,16,ISF,0.0,,,
0.8,17,DBL,0.02,0.7918538717464245,,0.0
0.8,17,DMM,0.02,0.7913446714362479,,0.0
0.8,17,ISF,0.02,0.825207637324353,234.0,0.0
0.8,18,DBL,0.0,,,
0.8,18,DMM,0.0,,,
0.8,18,ISF,0.04,0.7537598678434769,,0.78
0.8,19,DBL,0.02,0.819482085343304,54.0,0.0
0.8,19,DMM,0.0,,,
0.8,19,ISF,0.0,,,
0.8,20,DBL,0.0,,,
0.8,20,DMM,0.0,,,
0.8,20,ISF,0.04,0.847989661711004,141.0,0.0
0.8,21,DBL,0.02,0.8398177810587494,97.0,0.0
0.8,21,DMM,0.02,0.8405161150879371,110.0,0.0
0.8,21,ISF,0.0,,,
0.8,22,DBL,0.0,,,
0.8,22,DMM,0.0,,,
0.8,22,ISF,0.0,,,
0.8,23,DBL,0.0,,,
0.8,23,DMM,0.0,,,
0.8,23,ISF,0.0,,,
0.8,24,DBL,0.0,,,
0.8,24,DMM,0.0,,,
0.8,24,ISF,0.0,,,
0.8,25,DBL,0.0,,,
0.8,25,DMM,0.0,,,
0.8,25,ISF,0.02,0.8341051451802199,120.0,0.0
0.8,26,DBL,0.0,,,
0.8,26,DMM,0.0,,,
0.8,26,ISF,0.0,,,
0.8,27,DBL,0.0,,,
0.8,27,DMM,0.0,,,
0.8,27,ISF,0.0,,,
0.8,28,DBL,0.0,,,
0.8,28,DMM,0.0,,,
0.8,28,ISF,0.0,,,
0.8,29,DBL,0.02,0.8201781824234179,66.0,0.0
0.8,29,DMM,0.0,,,
0.8,29,ISF,0.02,0.8443207976778707,105.0,0.0
