step,metric,sample_count,mean,standard_deviation,ci_lower,ci_upper,ci_width
8,volume_success_rate,30,0.4279211081861302,0.0961896111843863,0.3920033170775048,0.46383889929475564,0.07183558221725082
8,mean_operational_readiness,30,0.4340622207637912,0.004559724452469048,0.43235959167131327,0.4357648498562691,0.003405258184955819
8,D1,30,0.4497777828730667,0.011520161472016606,0.44547608388297144,0.45407948186316194,0.008603397980190452
8,D2,30,0.42117983122367825,0.007800156829005162,0.4182672047960521,0.4240924576513044,0.0058252528552522565
8,D3,30,0.4318728086525885,0.012820315632513133,0.42708562412023227,0.4366599931849447,0.00957436906471241
8,D4,30,0.4210907985232532,0.010505327667412146,0.41716804470358687,0.42501355234291954,0.007845507639332701
8,D5,30,0.44638988254636924,0.010312865580022205,0.4425389952512276,0.4502407698415109,0.0077017745902833445
8,SVC,30,0.44726013546626936,0.010017461293971778,0.44351955394436354,0.4510007169881752,0.007481163043811596
8,E_GMI_DBL,30,0.43423161578012603,0.004708495408277445,0.4324734346997779,0.4359897968604742,0.003516362160696266
8,E_GMI_DMM,30,0.43304331413411157,0.00474759218666027,0.43127053407678784,0.4348160941914353,0.0035455601146475025
8,E_GMI_ISF,30,0.43414924605578126,0.0042836764700626105,0.4325496949739736,0.4357487971375889,0.003199102163615307
9,success_rate,30,0.4400000000000001,0.07296669055832589,0.4127537899665919,0.4672462100334083,0.054492420066816386
9,volume_success_rate,30,0.45845157321422175,0.10024267180325196,0.42102034439785935,0.49588280203058416,0.07486245763272485
9,mean_operational_readiness,30,0.4323798215856414,0.004622358919448526,0.4306538043988208,0.43410583877246206,0.0034520343736412387
9,D1,30,0.4498189097200653,0.011281183097136325,0.4456064467217028,0.45403137271842775,0.008424925996724904
9,D2,30,0.41798262710428286,0.007904119752991842,0.4150311802828448,0.4209340739257209,0.0059028936428761405
9,D3,30,0.42998777061598614,0.012800737395905173,0.42520789671732623,0.43476764451464606,0.009559747797319782
9,D4,30,0.41811849417399555,0.01040517631656574,0.41423313748333984,0.42200385086465125,0.007770713381311378
9,D5,30,0.4459913063138773,0.010144277603216793,0.4422033708038584,0.44977924182389617,0.0075758710200378
9,SVC,30,0.4473087674673968,0.009885292796260636,0.44361753847362245,0.4509999964611711,0.0073824579875487175
9,E_GMI_DBL,30,0.4325712017559508,0.004750988145170105,0.4307971536268793,0.4343452498850223,0.0035480962581429993
9,E_GMI_DMM,30,0.43125877598305185,0.0048137725122404575,0.42946128378602383,0.43305626818007986,0.0035949843940560845
9,E_GMI_ISF,30,0.4325115677009934,0.0043533742724082836,0.4308859910320713,0.4341371443699155,0.0032511533378441625
10,success_rate,30,0.39933333333333343,0.08076928971409579,0.3691735848924972,0.42949308177416967,0.06031949688167249
10,volume_success_rate,30,0.39468601780017115,0.10631147974505621,0.3549886588555327,0.4343833767448096,0.07939471788927685
10,mean_operational_readiness,30,0.4304589600102074,0.004522087671114412,0.4287703847228551,0.43214753529755967,0.0033771505747045307
10,D1,30,0.44985441170777424,0.011133462003819745,0.4456971086721848,0.45401171474336366,0.00831460607117885
10,D2,30,0.41424467302100487,0.008240966071944899,0.4111674457169254,0.41732190032508437,0.006154454608159036
10,D3,30,0.42727526615167755,0.01273574898868134,0.42251965932309316,0.43203087298026194,0.009511213657168754
10,D4,30,0.41528386691557323,0.010568584758678294,0.41133749250983465,0.4192302413213118,0.007892748811477194
10,D5,30,0.44563658225500713,0.00995317062304669,0.44192000726416103,0.44935315724585323,0.0074331499816921495
10,SVC,30,0.44735712593018845,0.009753988662898018,0.44371492670559337,0.4509993251547835,0.007284398449190107
10,E_GMI_DBL,30,0.4306698514828458,0.004665334586890088,0.42892778691807126,0.43241191604762036,0.0034841291295491473
10,E_GMI_DMM,30,0.4292018096483409,0.0047400997821318595,0.42743182730084717,0.4309717919958347,0.0035399646949875376
10,E_GMI_ISF,30,0.43063101437772555,0.004268609821530902,0.42903708927494,0.4322249394805111,0.0031878502055710726
11,success_rate,30,0.41266666666666674,0.08076928971409579,0.3825069182258305,0.442826415107503,0.06031949688167249
11,volume_success_rate,30,0.40890998253086674,0.11041910660263743,0.3676788105100951,0.4501411545516384,0.08246234404154329
11,mean_operational_readiness,30,0.4286553796010367,0.004343154447409873,0.42703361907748566,0.4302771401245878,0.0032435210471021617
11,D1,30,0.4498711444258297,0.010951313125387153,0.4457818568992506,0.4539604319524088,0.00817857505315818
11,D2,30,0.41101760753475125,0.008376776357289988,0.407889667836689,0.4141455472328135,0.006255879396124486
11,D3,30,0.42508431058331697,0.012494834383463096,0.42041866274675577,0.4297499584198782,0.009331295673122459
11,D4,30,0.41206274774819635,0.010162168580406892,0.4082681316375021,0.4158573638588906,0.007589232221388564
11,D5,30,0.44524108771308984,0.009831909628563139,0.4415697923217333,0.44891238310444637,0.007342590782713054
11,SVC,30,0.44740520172841525,0.009623581539214724,0.4438116973240805,0.45099870613275,0.007187008808669478
11,E_GMI_DBL,30,0.4288868824366739,0.004482931809173098,0.4272129281884606,0.4305608366848872,0.003347908496426652
11,E_GMI_DMM,30,0.4272781428508028,0.00453911092970119,0.4255832109742266,0.428973074727379,0.003389863753152377
11,E_GMI_ISF,30,0.4288717910025694,0.0041041045359071155,0.42733929318296493,0.43040428882217385,0.003064995639208941
12,success_rate,30,0.4313333333333334,0.06339440491646439,0.40766147350139775,0.45500519316526905,0.047343719663871325
12,volume_success_rate,30,0.43067661898637727,0.09430793233458014,0.3954614583076774,0.4658917796650771,0.07043032135739972
12,mean_operational_readiness,30,0.42700138764733003,0.004400235254569175,0.42535831280009456,0.4286444624945655,0.00328614969447094
12,D1,30,0.4498771424997522,0.010837423639825594,0.445830382005994,0.4539239029935104,0.008093520987516362
12,D2,30,0.4083255264440539,0.008264207339364286,0.40523962070809394,0.41141143218001386,0.006171811471919907
12,D3,30,0.42286816730996596,0.0124430190282786,0.4182218676450089,0.427514466974923,0.009292599329914076
12,D4,30,0.40912456344438736,0.010306219652004508,0.40527615777955195,0.41297296910922277,0.007696811329670824
12,D5,30,0.44481153853849126,0.009734222205361107,0.44117672023044247,0.44844635684654005,0.0072696366160976056
12,SVC,30,0.44745300404143973,0.009494012627931364,0.44390788146371124,0.4509981266191682,0.007090245155456933
12,E_GMI_DBL,30,0.4272546678453933,0.004533166386942592,0.4255619556975634,0.4289473799932232,0.0033854242956598136
12,E_GMI_DMM,30,0.4255112253755323,0.004600562006514436,0.4237933472897637,0.42722910346130094,0.0034357561715372955
12,E_GMI_ISF,30,0.4272655341976249,0.004153491301040767,0.4257145950568449,0.42881647333840495,0.0031018782815600133
13,success_rate,30,0.42866666666666664,0.056977511191778074,0.4073909143304534,0.4499424190028799,0.0425515046724265
13,volume_success_rate,30,0.4299777568590095,0.07458622747068586,0.4021268018038199,0.45782871191419916,0.05570191011037934
13,mean_operational_readiness,30,0.4253449792817598,0.0044071347097806935,0.42369932813560807,0.4269906304279115,0.0032913022923034773
13,D1,30,0.44990893619722505,0.010828266642192007,0.44586559498257755,0.45395227741187255,0.00808668242929504
13,D2,30,0.40530438698970134,0.008386253604548186,0.4021729084293533,0.40843586555004935,0.006262957120696057
13,D3,30,0.4208212193401209,0.012444454445905046,0.41617438368141335,0.42546805499882845,0.009293671317415129
13,D4,30,0.406258185912721,0.010621045726419349,0.40229222225968764,0.41022414956575437,0.007931927306066752
13,D5,30,0.44443216796903084,0.009633342460306052,0.4408350187768602,0.4480293171612015,0.0071942983843413045
13,SVC,30,0.4475004897999669,0.00936534231636216,0.444003413506197,0.45099756609373687,0.006994152587539897
13,E_GMI_DBL,30,0.4256188176931695,0.0045413980383479605,0.4239230317961892,0.42731460359014983,0.0033915717939606506
13,E_GMI_DMM,30,0.42374659706004103,0.004589711963297206,0.4220327704469938,0.4254604236730883,0.0034276532260944874
13,E_GMI_ISF,30,0.4256518114648534,0.0041618370087500006,0.4240977559855992,0.42720586694410767,0.0031081109585084483
14,success_rate,30,0.416,0.06956019472122811,0.390025796417005,0.44197420358299494,0.051948407165989925
14,volume_success_rate,30,0.4021202637706874,0.0834170901568562,0.3709718103956136,0.43326871714576115,0.06229690675014759
14,mean_operational_readiness,30,0.42361570310388413,0.004439002837263818,0.4219581522033632,0.4252732540044051,0.0033151018010418535
14,D1,30,0.4499857855105237,0.010622265098956047,0.44601936653630214,0.45395220448474527,0.007932837948443147
14,D2,30,0.4026730425171405,0.008433361677703364,0.39952397351318547,0.4058221115210955,0.006298138007910042
14,D3,30,0.41852543236391543,0.012668587778668208,0.41379490394330204,0.4232559607845288,0.009461056841226749
14,D4,30,0.40274893833896147,0.0102970545338275,0.39890395498549747,0.4065939216924255,0.007689966706928008
14,D5,30,0.4441453167888794,0.009591183228341507,0.44056391011264534,0.4477267234651135,0.007162813352468165
14,SVC,30,0.44754764950530945,0.009237614960923594,0.44409826738989217,0.45099703162072674,0.006898764230834611
14,E_GMI_DBL,30,0.4239077265399663,0.004569794621658227,0.4222013371845149,0.42561411589541764,0.0034127787109026826
14,E_GMI_DMM,30,0.42187978953232,0.004629075423332001,0.4201512643617318,0.4236083147029083,0.0034570503411765372
14,E_GMI_ISF,30,0.42395593637552714,0.004162603362373897,0.42240159473512684,0.42551027801592745,0.0031086832808006276
15,success_rate,30,0.4106666666666667,0.0749681924889314,0.3826730835296372,0.43866024980369617,0.055987166274058954
15,volume_success_rate,30,0.4282107828159434,0.09363229198581594,0.39324791038971346,0.4631736552421733,0.06992574485245985
15,mean_operational_readiness,30,0.4218909394743043,0.0044284468911395345,0.42023733022884546,0.4235445487197631,0.003307218490917663
15,D1,30,0.450003180894173,0.010491320169580393,0.44608565756015767,0.45392070422818837,0.007835046668030697
15,D2,30,0.39974462593748966,0.00849659713396096,0.3965719444261074,0.40291730744887194,0.006345363022764611
15,D3,30,0.4163142028125682,0.012336106707426289,0.41170782486431245,0.42092058076082395,0.009212755896511469
15,D4,30,0.3996170953326425,0.010301372992657582,0.39577049944015,0.403463691225135,0.007693191784984988
15,D5,30,0.4437755923946481,0.009497978778063527,0.44022898883212097,0.4473221959571752,0.00709320712505424
15,SVC,30,0.44759446053440505,0.00911084291396482,0.44419241587929154,0.45099650518951856,0.006804089310227026
15,E_GMI_DBL,30,0.42220231889928056,0.004546543545106752,0.4205046116384998,0.42390002616006134,0.0033954145215615763
15,E_GMI_DMM,30,0.4200338657197715,0.0046015558751945265,0.4183156165173386,0.42175211492220444,0.003436498404865851
15,E_GMI_ISF,30,0.42227282628828006,0.004127284782973722,0.42073167282216933,0.4238139797543908,0.0030823069322214202
16,success_rate,30,0.42133333333333334,0.060099534299264804,0.398891798409684,0.4437748682569827,0.04488306984729878
16,volume_success_rate,30,0.4424670026844229,0.0889034778994067,0.40926989845764633,0.4756641069111995,0.06639420845355314
16,mean_operational_readiness,30,0.42028242746232736,0.004458395436045316,0.4186176352464137,0.421947219678241,0.003329584431827251
16,D1,30,0.4499373362536298,0.010290006359255994,0.44609498473180376,0.45377968777545585,0.007684703043652122
16,D2,30,0.3969855349452536,0.007879337019408626,0.3940433421486212,0.39992772774188606,0.0058843855932649135
16,D3,30,0.41442570263167994,0.012141710871335868,0.4098919132815806,0.4189594919817793,0.009067578700198699
16,D4,30,0.3967978285157113,0.010197615580361707,0.39298997627770427,0.4006056807537184,0.007615704476014148
16,D5,30,0.4432657349653623,0.009524917987306604,0.4397090721367844,0.44682239779394023,0.007113325657155791
16,SVC,30,0.44764098633259836,0.008985040118274607,0.44428591721341687,0.45099605545177984,0.006710138238362924
16,E_GMI_DBL,30,0.4206160075267407,0.004560661058216271,0.4189130286999291,0.42231898635355236,0.0034059576536232907
16,E_GMI_DMM,30,0.4183329000657524,0.004620276791782651,0.41660766035817975,0.42005813977332507,0.0034504794151453354
16,E_GMI_ISF,30,0.42071995259905104,0.00414883452883518,0.4191707523255901,0.422269152872512,0.0030984005469219126
17,success_rate,30,0.40266666666666673,0.0760640988011873,0.374263865387329,0.4310694679460045,0.056805602558675526
17,volume_success_rate,30,0.4014194277679661,0.09470295544840804,0.3660567630344016,0.43678209250153055,0.07072532946712899
17,mean_operational_readiness,30,0.4185535193521168,0.004348049765482524,0.416929930886756,0.42017710781747764,0.003247176930721583
17,D1,30,0.44994627742952287,0.010182583609143646,0.4461440382218162,0.45374851663722954,0.007604478415413357
17,D2,30,0.39386814408726867,0.008169825612540598,0.3908174810673025,0.3969188071072348,0.006101326039932324
17,D3,30,0.41241679432804496,0.012299177591654286,0.40782420593824353,0.4170093827178464,0.009185176779602835
17,D4,30,0.3936343114403852,0.009818674770779613,0.38996795802614415,0.39730066485462623,0.007332706828482075
17,D5,30,0.44290206947536237,0.009481960031932007,0.4393614474109439,0.44644269153978083,0.00708124412883688
17,SVC,30,0.4476873198924716,0.008860224195661123,0.44437885780475916,0.4509957819801841,0.006616924175424926
17,E_GMI_DBL,30,0.4189057297498249,0.004438921869109085,0.4172482090833098,0.42056325041633996,0.0033150413330301346
17,E_GMI_DMM,30,0.4164896373446078,0.004491317674615453,0.41481255176277626,0.41816672292643936,0.003354171163663058
17,E_GMI_ISF,30,0.41903204439382774,0.004027981528076087,0.41752797137249587,0.4205361174151596,0.0030081460426637594
18,success_rate,30,0.40800000000000003,0.05267990521814844,0.3883290001077084,0.4276709998922917,0.03934199978458335
18,volume_success_rate,30,0.39972904262739567,0.07553425541186441,0.3715240881211518,0.42793399713363955,0.056409909012487776
18,mean_operational_readiness,30,0.41686694960745485,0.004310054008551038,0.41525754899090306,0.41847635022400664,0.003218801233103611
18,D1,30,0.4500078414819121,0.010043583577276813,0.44625750573911405,0.4537581772247101,0.007500671485596064
18,D2,30,0.3907417052452698,0.007884886420490669,0.387797440268218,0.3936859702223216,0.005888529954103647
18,D3,30,0.410036383049814,0.012034405254761257,0.4055426622754522,0.41453010382417577,0.008987441548723557
18,D4,30,0.3909267969975396,0.009938168380424462,0.38721582393615384,0.3946377700589254,0.0074219461227716015
18,D5,30,0.4426220212627393,0.009440128793174836,0.439097019239581,0.4461470232858976,0.0070500040463166375
18,SVC,30,0.4477334330648794,0.00873640175035296,0.4444712070381134,0.4509956590916454,0.006524452053532002
18,E_GMI_DBL,30,0.41723624061841363,0.004397308490980991,0.4155942586426628,0.41887822259416446,0.0032839639515016036
18,E_GMI_DMM,30,0.4146773359980175,0.0044433809688400805,0.41301815027629846,0.4163365217197365,0.003318371443438075
18,E_GMI_ISF,30,0.417378090787669,0.003979059718025163,0.41589228547043144,0.4188638961049066,0.0029716106344751005
19,success_rate,30,0.40733333333333344,0.07781203405436822,0.37827784230380207,0.4363888243628648,0.0581109820590627
19,volume_success_rate,30,0.41588777631963164,0.09987365375485957,0.37859434110711343,0.45318121153214985,0.07458687042503642
19,mean_operational_readiness,30,0.41521827610052137,0.004234672718105098,0.4136370233204188,0.41679952888062394,0.003162505560205094
19,D1,30,0.44999967605471475,0.009941869290236095,0.4462873210508937,0.4537120310585358,0.007424710007642105
19,D2,30,0.3877187926312343,0.007826921308968397,0.3847961721825428,0.39064141307992584,0.005845240897383079
19,D3,30,0.408008153913818,0.011485499174470813,0.4037193980383405,0.4122969097892955,0.008577511750954983
19,D4,30,0.388128285699907,0.009790893451620434,0.38447230600072724,0.39178426539908673,0.007311959398359529
19,D5,30,0.44223647220293283,0.009242040570072194,0.43878543753790056,0.4456875068679651,0.0069020693300645706
19,SVC,30,0.44777929675190026,0.008613590450651597,0.444562929218106,0.45099566428569454,0.006432735067588547
19,E_GMI_DBL,30,0.4156064362931105,0.004326040894850949,0.41399106607510666,0.41722180651111435,0.003230740436007693
19,E_GMI_DMM,30,0.41292224371593195,0.004353187268026368,0.41129673687559365,0.41454775055627024,0.0032510136806765465
19,E_GMI_ISF,30,0.4157725585554181,0.0038984012955421547,0.4143168715881169,0.4172282455227193,0.0029113739346023353
20,success_rate,30,0.4253333333333334,0.07045337579505712,0.3990256104561345,0.4516410562105323,0.0526154457543978
20,volume_success_rate,30,0.41250924352713986,0.08997255550470475,0.37891293916187435,0.44610554789240536,0.06719260873053103
20,mean_operational_readiness,30,0.4136979913739895,0.004202391360318984,0.4121287926509872,0.4152671900969918,0.0031383974460046553
20,D1,30,0.4500268331341054,0.009761983384823836,0.4463816486312816,0.4536720176369292,0.0072903690056476565
20,D2,30,0.38500315274556685,0.007738252917484447,0.3821136416183919,0.3878926638727418,0.0057790222543499265
20,D3,30,0.4061077242179109,0.012087204268109721,0.40159428796795005,0.4106211604678718,0.009026872499921734
20,D4,30,0.38546131118431437,0.009823903690943984,0.38179300525919535,0.3891296171094334,0.007336611850238064
20,D5,30,0.4418909355880503,0.009219161389310749,0.43844844414951833,0.4453334270265823,0.006884982877063927
20,SVC,30,0.44782490030075867,0.008491781180370124,0.4446540170960015,0.45099578350551583,0.00634176640951429
20,E_GMI_DBL,30,0.41410478625129227,0.004301431310456641,0.41249860540312433,0.4157109670994602,0.003212361696335891
20,E_GMI_DMM,30,0.4113007883820303,0.004361715599770386,0.4096720970102825,0.41292947975377814,0.0032573827434955968
20,E_GMI_ISF,30,0.41429138784526043,0.003897101028097223,0.4128361864058026,0.41574658928471825,0.0029104028789156064
