code,scenario,seed,dimension,spearman_rank_correlation,accepted
P7,SVC_equal,9026,SVC,0.9394957983193277,True
P7,SVC_equal,9027,SVC,0.9088595438175271,True
P7,SVC_equal,9028,SVC,0.9231692677070827,True
P7,SVC_equal,9029,SVC,0.9396878751500599,True
P7,SVC_localization_heavy,9000,SVC,0.9722448979591836,True
P7,SVC_localization_heavy,9001,SVC,0.9656182472989195,True
P7,SVC_localization_heavy,9002,SVC,0.9654261704681874,True
P7,SVC_localization_heavy,9003,SVC,0.9813685474189676,True
P7,SVC_localization_heavy,9004,SVC,0.9492917166866747,True
P7,SVC_localization_heavy,9005,SVC,0.9728211284513805,True
P7,SVC_localization_heavy,9006,SVC,0.9733013205282113,True
P7,SVC_localization_heavy,9007,SVC,0.9578391356542617,True
P7,SVC_localization_heavy,9008,SVC,0.9806962785114045,True
P7,SVC_localization_heavy,9009,SVC,0.9459303721488597,True
P7,SVC_localization_heavy,9010,SVC,0.9757022809123649,True
P7,SVC_localization_heavy,9011,SVC,0.9452581032412964,True
P7,SVC_localization_heavy,9012,SVC,0.9701320528211285,True
P7,SVC_localization_heavy,9013,SVC,0.9638895558223289,True
P7,SVC_localization_heavy,9014,SVC,0.9854021608643457,True
P7,SVC_localization_heavy,9015,SVC,0.9649459783913565,True
P7,SVC_localization_heavy,9016,SVC,0.9534213685474189,True
P7,SVC_localization_heavy,9017,SVC,0.9568787515006002,True
P7,SVC_localization_heavy,9018,SVC,0.9721488595438175,True
P7,SVC_localization_heavy,9019,SVC,0.9763745498199279,True
P7,SVC_localization_heavy,9020,SVC,0.9595678271308523,True
P7,SVC_localization_heavy,9021,SVC,0.9754141656662665,True
P7,SVC_localization_heavy,9022,SVC,0.9892436974789915,True
P7,SVC_localization_heavy,9023,SVC,0.9797358943577431,True
P7,SVC_localization_heavy,9024,SVC,0.946986794717887,True
P7,SVC_localization_heavy,9025,SVC,0.9872268907563025,True
P7,SVC_localization_heavy,9026,SVC,0.9753181272509003,True
P7,SVC_localization_heavy,9027,SVC,0.963313325330132,True
P7,SVC_localization_heavy,9028,SVC,0.9890516206482592,True
P7,SVC_localization_heavy,9029,SVC,0.9863625450180071,True
P7,SVC_audit_heavy,9000,SVC,0.7355102040816326,False
P7,SVC_audit_heavy,9001,SVC,0.8136854741896759,False
P7,SVC_audit_heavy,9002,SVC,0.7665306122448979,False
P7,SVC_audit_heavy,9003,SVC,0.6813445378151259,False
P7,SVC_audit_heavy,9004,SVC,0.6768307322929171,False
P7,SVC_audit_heavy,9005,SVC,0.6855702280912365,False
P7,SVC_audit_heavy,9006,SVC,0.7093877551020409,False
P7,SVC_audit_heavy,9007,SVC,0.7724849939975991,False
P7,SVC_audit_heavy,9008,SVC,0.7664345738295317,False
P7,SVC_audit_heavy,9009,SVC,0.7754621848739495,False
P7,SVC_audit_heavy,9010,SVC,0.8160864345738296,False
P7,SVC_audit_heavy,9011,SVC,0.7873709483793517,False
P7,SVC_audit_heavy,9012,SVC,0.7509723889555822,False
P7,SVC_audit_heavy,9013,SVC,0.7703721488595437,False
P7,SVC_audit_heavy,9014,SVC,0.7571188475390156,False
P7,SVC_audit_heavy,9015,SVC,0.7172629051620648,False
P7,SVC_audit_heavy,9016,SVC,0.7779591836734694,False
P7,SVC_audit_heavy,9017,SVC,0.6743337334933974,False
P7,SVC_audit_heavy,9018,SVC,0.857671068427371,False
P7,SVC_audit_heavy,9019,SVC,0.7734453781512605,False
P7,SVC_audit_heavy,9020,SVC,0.617671068427371,False
P7,SVC_audit_heavy,9021,SVC,0.6424489795918368,False
P7,SVC_audit_heavy,9022,SVC,0.8109963985594237,False
P7,SVC_audit_heavy,9023,SVC,0.8012004801920769,False
P7,SVC_audit_heavy,9024,SVC,0.5974069627851141,False
P7,SVC_audit_heavy,9025,SVC,0.6871068427370949,False
P7,SVC_audit_heavy,9026,SVC,0.7304201680672269,False
P7,SVC_audit_heavy,9027,SVC,0.6243937575030011,False
P7,SVC_audit_heavy,9028,SVC,0.6390876350540216,False
P7,SVC_audit_heavy,9029,SVC,0.6148859543817526,False
