code,scenario,seed,framework,shock_type,impact,affected_organizations,affected_fraction,mean_dimension_loss,maximum_dimension_loss,pre_shock_E_GMI,post_shock_E_GMI,immediate_E_GMI_loss,pre_shock_ranking,post_shock_ranking,ranking_preserved
P12,network_m_2,9005,DMM,security,0.3,50,1.0,0.007080000000000004,0.050000000000000044,0.12708817322778362,0.12567217322778362,0.0014160000000000006,ISF>DBL>DMM,ISF>DBL>DMM,True
P12,network_m_2,9005,ISF,security,0.3,50,1.0,0.007080000000000004,0.050000000000000044,0.15753240233026225,0.15611640233026225,0.0014160000000000006,ISF>DBL>DMM,ISF>DBL>DMM,True
P12,network_m_2,9006,DBL,security,0.3,47,0.94,0.006851063829787238,0.01800000000000001,0.14505784058558593,0.14376984058558592,0.0012880000000000114,ISF>DBL>DMM,ISF>DBL>DMM,True
P12,network_m_2,9006,DMM,security,0.3,47,0.94,0.006851063829787238,0.01800000000000001,0.12475065952872601,0.123462659528726,0.0012880000000000114,ISF>DBL>DMM,ISF>DBL>DMM,True
P12,network_m_2,9006,ISF,security,0.3,47,0.94,0.006851063829787238,0.01800000000000001,0.15549766035611662,0.1542096603561166,0.0012880000000000114,ISF>DBL>DMM,ISF>DBL>DMM,True
P12,network_m_2,9007,DBL,security,0.3,50,1.0,0.005322638645528879,0.022000000000000037,0.15061269204669028,0.14954816431758455,0.0010645277291057298,ISF>DBL>DMM,ISF>DBL>DMM,True
P12,network_m_2,9007,DMM,security,0.3,50,1.0,0.005322638645528879,0.022000000000000037,0.13034944159753162,0.1292849138684259,0.0010645277291057298,ISF>DBL>DMM,ISF>DBL>DMM,True
P12,network_m_2,9007,ISF,security,0.3,50,1.0,0.005322638645528879,0.022000000000000037,0.16024615842532947,0.15918163069622365,0.001064527729105813,ISF>DBL>DMM,ISF>DBL>DMM,True
P12,network_m_2,9008,DBL,security,0.3,50,1.0,0.005480000000000002,0.03000000000000002,0.14658485381951253,0.14548885381951254,0.0010959999999999859,ISF>DBL>DMM,ISF>DBL>DMM,True
P12,network_m_2,9008,DMM,security,0.3,50,1.0,0.005480000000000002,0.03000000000000002,0.12647021798549477,0.12537421798549478,0.0010959999999999859,ISF>DBL>DMM,ISF>DBL>DMM,True
P12,network_m_2,9008,ISF,security,0.3,50,1.0,0.005480000000000002,0.03000000000000002,0.1569014008192379,0.15580540081923794,0.0010959999999999581,ISF>DBL>DMM,ISF>DBL>DMM,True
P12,network_m_2,9009,DBL,security,0.3,50,1.0,0.0056519346783036216,0.03400000000000003,0.14955298505923223,0.14842259812357153,0.0011303869356606988,ISF>DBL>DMM,ISF>DBL>DMM,True
P12,network_m_2,9009,DMM,security,0.3,50,1.0,0.0056519346783036216,0.03400000000000003,0.12895395503458296,0.12782356809892223,0.0011303869356607266,ISF>DBL>DMM,ISF>DBL>DMM,True
P12,network_m_2,9009,ISF,security,0.3,50,1.0,0.0056519346783036216,0.03400000000000003,0.15914624327569904,0.1580158563400383,0.0011303869356607266,ISF>DBL>DMM,ISF>DBL>DMM,True
